date	x1	x2	x3	y1
Date	prcp_tovdal	prcp_Mykland	airt_hynnekleiv	Austenai_m3s
20180627	0	0	21.1	0.7
20180628	0	0	16.3	0.6
20180629	0	0	16.2	0.6
20180630	0	0	16.2	0.5
20180701	0	0	19.7	0.5
20180702	0	0	21.3	0.4
20180703	0	0	19.8	0.4
20180704	0	0	18.1	0.4
20180705	0	0	20	0.4
20180706	0	0	19.3	0.3
20180707	0	0	20	0.3
20180708	0	0	17.7	0.3
20180709	0	0	20	0.3
20180710	2	4.6	21.1	0.2
20180711	3.5	0	17.5	0.2
20180712	0	0	20	0.2
20180713	2.2	13.4	18.9	0.2
20180714	0	0	19.5	0.2
20180715	0	0	19.7	0.2
20180716	0	0	18.9	0.1
20180717	0	0	20.8	0.1
20180718	1.2	1.4	18.8	0.1
20180719	0	0	19.4	0.1
20180720	0	0	18.4	0.1
20180721	0	0	21	0.1
20180722	0	0	22.2	0.1
20180723	0	0	21.8	0.1
20180724	0	0	21.3	0.1
20180725	0	0	21.8	0.1
20180726	0	0	22.2	0.0
20180727	0	0	22.7	0.0
20180728	0	0	19.1	0.0
20180729	6.8	1.4	19.7	0.1
20180730	0	0	19.3	0.1
20180731	12.2	1.4	18.3	0.1
20180801	15	18.7	16.9	0.2
20180802	0	0	17.7	0.2
20180803	0	0	19.9	0.1
20180804	0.6	1.5	17.1	0.1
20180805	0	0	12.7	0.1
20180806	0	0.1	17.2	0.1
20180807	1.4	0.8	16.7	0.1
20180808	5.4	1.7	16.1	0.2
20180809	6	3.7	14.3	0.3
20180810	5.2	8.5	12.4	0.8
20180811	12	9	12.4	1.4
20180812	0	0	12.6	0.9
20180813	0	0	15.1	0.6
20180814	0	0.3	15	0.5
20180815	0	0	16	0.5
20180816	1.2	5.8	13.8	0.8
20180817	15.4	9.7	13.3	2.0
20180818	5.4	2.1	13.6	2.3
20180819	1.9	1.1	12.7	2.6
20180820	0	0	11.8	2.7
20180821	0	0	14.9	3.0
20180822	0.5	1.3	13	3.5
20180823	5.9	2	12	4.2
20180824	0	1.4	9.1	4.3
20180825	0	0	10.2	4.2
20180826	0	0	11.6	3.9
20180827	0.4	1.1	13.5	3.9
20180828	6	6.6	13.6	4.5
20180829	0	0	14	4.4
20180830	8.5	8	11.9	6.2
20180831	0	0	11.3	6.4
20180901	0	0	11.8	6.0
20180902	0	0	13.2	5.4
20180903	0	0	14.8	4.8
20180904	0	0	14.3	4.2
20180905	0	0.2	15.3	3.8
20180906	8.5	22.7	14.5	6.0
20180907	26.5	12.6	11.6	19.0
20180908	69.3	58.6	13.1	81.9
20180909	5	12.9	12.6	50.5
20180910	11.5	10.3	12.1	50.9
20180911	0.5	2.7	11.4	46.7
20180912	7.5	6.4	9.8	39.3
20180913	0	0	9.9	30.5
20180914	0.3	0.6	8.6	24.7
20180915	5.3	3.7	8.1	20.6
20180916	0	0.2	11.3	18.2
20180917	13.5	13.5	15.4	18.5
20180918	2.2	1.7	15	16.0
20180919	3.2	1	11.2	14.9
20180920	9	6.1	10	16.5
20180921	9	0	8.9	48.6
20180922	40.5	0	8.4	52.0
20180923	0	0	7.4	33.6
20180924	0	0	6.3	25.1
20180925	0	0	12.9	20.0
20180926	0	0	10.1	16.7
20180927	0	0	7.2	13.7
20180928	0	0	8.3	11.6
20180929	0	0	8.4	9.9
20180930	0	0.1	3.8	8.8
20181001	0	0	5.4	7.6
20181002	1.4	1.7	5.2	6.8
20181003	2	1.6	6.4	6.3
20181004	0	0.4	8.3	5.6
20181005	0.7	0	3.8	5.3
20181006	0	0	3.4	4.7
20181007	0	0	10.4	4.2
20181008	3.3	3.4	12	4.2
20181009	0.5	0.2	12.5	4.3
20181010	0	0	11.8	4.2
20181011	0	0	12	3.8
20181012	0	0	14.4	3.6
20181013	3.2	0.2	12	5.1
20181014	6.2	2.1	11	6.5
20181015	0	0.2	5.6	6.1
20181016	0.5	0.7	9.1	5.8
20181017	4	2.9	4.3	5.7
20181018	0.6	0	3.9	5.5
20181019	0	0	6.3	5.0
20181020	0	0	11.2	4.6
20181021	0	0	7.1	4.2
20181022	1.6	0	8.4	4.1
20181023	8.3	3.2	3.8	11.3
20181024	0	0	6.9	11.4
20181025	0	0	1.4	10.1
20181026	0	0	0.8	8.5
20181027	3.2	0	-2	7.5
20181028	0	0	-0.9	6.6
20181029	0.2	1.9	1.4	5.9
20181030	0.1	3.1	3.5	5.5
20181031	9	13.4	5.4	6.8
20181101	2.8	0.7	5.6	8.2
20181102	10.5	12.4	3.4	14.7
20181103	1.5	0.2	7.4	14.7
20181104	2.3	0	6	12.6
20181105	0.5	0.6	6.8	11.2
20181106	0.7	2.6	7.1	10.5
20181107	0	0.5	7.6	9.7
20181108	0	2.6	7.6	9.9
20181109	5.9	4	8.2	11.4
20181110	6	11.8	9.3	20.8
20181111	45.4	37.9	7.4	54.2
20181112	3.2	22.9	5.9	57.3
20181113	8	9.6	3.8	50.6
20181114	13.5	1.3	8.3	43.3
20181115	1.8	0.4	5	33.3
20181116	0.2	0	3.1	26.4
20181117	0	0	0.7	21.3
20181118	0	0	0.3	17.3
20181119	0	0	-0.4	14.3
20181120	0	0	1	11.9
20181121	0	0	-1.9	10.1
20181122	0	0	-4.5	8.5
20181123	0	0	-3.3	7.4
20181124	0	0	-3.1	6.0
20181125	0	0	-9.5	5.0
20181126	0	0	-8.6	4.5
20181127	0	0	-0.4	4.3
20181128	0	0	3.2	4.3
20181129	11.5	16.3	5.9	3.9
20181130	31.5	29	1.1	15.1
20181201	13	12.3	4.3	18.2
20181202	2.2	2.6	4.4	16.8
20181203	9	10.6	2	24.0
20181204	8.3	4.5	-4.6	19.1
20181205	0	0	-1.2	12.9
20181206	0	0	0.5	9.7
20181207	8	10.6	0.4	8.3
20181208	10	9.7	-2.7	7.5
20181209	0	2.4	1.7	6.8
20181210	0	0	-3.2	7.7
20181211	0	0	-4.9	7.2
20181212	0	0	-2.5	7.6
20181213	0	0	-2.8	8.1
20181214	0	0	-1.3	6.0
20181215	0	0.8	0.1	5.1
20181216	9.5	12.1	-1.7	3.9
20181217	3	6.1	-2.7	3.6
20181218	0	0	1.6	4.1
20181219	1.1	1.1	1.4	3.2
20181220	11	14.5	-0.7	3.4
20181221	9.8	29	-3.8	3.5
20181222	6.2	9.3	-7.2	3.3
20181223	0	0.2	-9.4	4.5
20181224	0	0	3.2	4.6
20181225	0	0	-0.9	3.5
20181226	0	0	0.7	2.9
20181227	0	0	-4.3	3.4
20181228	0	0	-2.1	3.4
20181229	0	0	-3.8	3.0
20181230	0.4	0.6	2.9	2.7
20181231	3	1.5	4.7	2.7
20190101	3	0.3	-3.1	4.7
20190102	0	0	-7.7	5.6
20190103	0	0	1.8	5.9
20190104	0	0	-0.5	5.0
20190105	0	0	-4.3	5.4
20190106	0	0	-4.4	5.1
20190107	0	0	-1.5	4.5
20190108	6	4.2	-6.2	4.3
20190109	0	0	-3.2	3.9
20190110	0	0	-0.8	3.6
20190111	0	0	-2.9	3.4
20190112	0	0	-1.2	3.2
20190113	1.5	2	-1.2	3.0
20190114	0	0	-4	2.9
20190115	0	0.2	-0.4	2.8
20190116	7.2	1.5	-6.2	2.7
20190117	5.2	2.8	-9.7	2.6
20190118	0	0	-6.4	2.6
20190119	0	0	-8.2	2.4
20190120	0	0	-4.8	2.4
20190121	2	1.5	-3.7	2.2
20190122	0.7	0	-2.6	2.2
20190123	1.3	4	-2.6	2.2
20190124	0	0	-2.7	2.0
20190125	0	0	-3.6	1.9
20190126	12	15.2	-4.9	1.9
20190127	6.5	9.8	-8.1	2.0
20190128	4.8	5	-13.6	2.0
20190129	0	0	-3.9	1.9
20190130	0.5	2.3	-4.2	2.0
20190131	3	12.2	-2	2.0
20190201	16	22.9	-2.7	2.1
20190202	9	5.1	-7.2	2.3
20190203	0	0.3	-5.4	2.2
20190204	0.8	0.2	-4.3	2.1
20190205	9.5	9.7	-5.8	2.2
20190206	0	0	-1.8	2.1
20190207	4.8	2.9	-2.3	2.1
20190208	3	12.5	2.1	2.1
20190209	15.5	14.7	2.3	2.6
20190210	10.8	22	-2	3.2
20190211	0	0	-2	2.9
20190212	0	0	5.1	2.5
20190213	0	0	3.9	2.5
20190214	0	0	2.7	2.6
20190215	0	0	2.8	3.4
20190216	0	0	1.2	3.7
20190217	0	0	2.3	4.1
20190218	1.2	1	3.2	4.6
20190219	2	1.1	0.8	6.3
20190220	0	0	1.2	6.3
20190221	2	1.8	0.8	5.5
20190222	0.4	0	3.5	5.0
20190223	0	0.8	3.7	4.5
20190224	0	0	1.8	5.0
20190225	0	0	2.6	5.9
20190226	0	0	1.8	10.0
20190227	0.2	0	0.7	10.7
20190228	0	0	-0.5	10.3
20190301	0	0	-0.9	8.8
20190302	0	0	3.6	8.4
20190303	5	5	1.5	6.7
20190304	3.9	3.6	-0.2	6.6
20190305	6.3	4.6	0	6.0
20190306	3	4.7	1.2	5.4
20190307	12	19.5	0.7	5.5
20190308	18	0	-0.3	6.0
20190309	2.5	0.3	-2.7	5.4
20190310	7.5	9	-5.9	5.0
20190311	0	0	-1.9	5.5
20190312	0	0	0.4	5.2
20190313	19.5	19	-1.8	4.8
20190314	1.6	2.3	-0.2	5.4
20190315	2.2	3.6	-0.1	4.3
20190316	3.6	3.5	2.4	4.7
20190317	11.4	13.6	2.3	4.2
20190318	1.2	1.3	-0.3	5.0
20190319	0	0	4.9	5.7
20190320	0	0	6.6	3.9
20190321	0	0	1.8	6.9
20190322	0	0	4.6	10.9
20190323	1	0.9	2.3	11.3
20190324	0	0	4.2	10.3
20190325	0.8	0.3	4.6	8.9
20190326	0	0	6.1	7.8
20190327	0	0	6	7.1
20190328	0	0	8	9.7
20190329	0	0	5.5	16.8
20190330	0	0	1.8	21.8
20190331	0	0	-1.1	20.6
20190401	0	0	2.5	15.3
20190402	0	0	2.5	12.4
20190403	0	1	6.3	10.5
20190404	4	5.6	7.3	10.0
20190405	0	0	6.4	10.5
20190406	0.4	0	3.9	12.1
20190407	0	0	2.9	13.6
20190408	0	0	0.9	13.1
20190409	0	0	-0.5	11.7
20190410	0	0	-0.6	10.3
20190411	0	0	-0.2	9.1
20190412	0	0	0.7	8.0
20190413	0	0	1	7.3
20190414	0	0	1.5	6.8
20190415	0	0	2.5	6.6
20190416	0	0	4.1	6.5
20190417	0	0	6.7	6.5
20190418	0	0	7.9	7.5
20190419	0	0	9.1	10.0
20190420	0	0	10.5	12.9
20190421	0	0	8.6	16.4
20190422	0	0	9.1	20.5
20190423	0	0	9.8	23.6
20190424	0	0	9.8	26.2
20190425	1.4	3.9	11.4	31.4
20190426	0.4	1.3	10	36.8
20190427	4.3	2.1	9.3	50.7
20190428	28	24.6	12	73.4
20190429	5.2	8.1	13.4	63.9
20190430	0	0	12.7	54.3
20190501	0	0	6.7	47.4
20190502	0	0	1.9	39.9
20190503	0	0	5.1	31.5
20190504	0.5	0	4.7	24.8
20190505	0	0	2.8	19.8
20190506	0	0	3.4	16.2
20190507	1	3.7	3.8	13.3
20190508	0	0	6.2	11.1
20190509	2.8	4.7	7.9	10.1
20190510	40.5	29.3	7.8	21.7
20190511	2.5	0.7	7.8	22.9
20190512	0	0	7.2	17.3
20190513	0	0	10.4	13.7
20190514	0	0	9	11.6
20190515	0	0	12.2	10.2
20190516	0	0	12.2	9.1
20190517	0	0	9.6	8.2
20190518	0.8	3.2	13.6	7.7
20190519	2.9	1.5	11.9	7.4
20190520	0	0	16.7	6.9
20190521	3.9	2.1	13.8	6.7
20190522	21.6	8.4	8.7	22.2
20190523	5	1.6	11.1	30.3
20190524	9.4	8.6	12.5	30.5
20190525	0	0	12.6	26.5
20190526	0	0	10.6	21.7
20190527	0	0	8.5	17.6
20190528	0	0.1	7.8	14.4
20190529	0	0	9.8	11.8
20190530	3.5	6.6	11.6	10.7
20190531	3	0	12	9.8
20190601	3.5	2.4	12.5	8.7
20190602	0	0	13.8	7.9
20190603	3.4	2.6	12.4	9.0
20190604	0	0	11.2	8.5
20190605	5.7	5.1	16.4	8.8
20190606	2.2	0.9	17.3	10.5
20190607	8	4.2	11.3	12.2
20190608	0	0.1	11.8	13.1
20190609	18.4	15.7	12.4	22.3
20190610	3.8	0.8	12.2	17.7
20190611	0	0	9.9	14.7
20190612	25.5	18.3	11.6	21.8
20190613	9.8	7.1	14.1	25.2
20190614	0.5	2.8	15.8	22.4
20190615	5.7	1.1	15.8	19.3
20190616	3.8	2.3	12.9	16.7
20190617	0	0.1	14.8	14.2
20190618	0	0	13	12.1
20190619	0	0	13.5	10.5
20190620	9.8	7.2	11.3	10.6
20190621	1.8	1.1	13	9.8
20190622	4.8	1.8	13.3	8.7
20190623	0	0	15.1	7.3
20190624	0	0	13.7	6.3
20190625	0	0.1	17.7	5.7
20190626	3	3.9	16.8	5.7
20190627	0	0	17.5	5.2
20190628	0	0	21	4.6
20190629	0	0	18.7	4.0
20190630	0	0	15.6	3.5
20190701	0	0	13.4	2.9
20190702	0	0	12	2.6
20190703	0	0	13	2.3
20190704	0	0	14.9	2.1
20190705	0	0.4	10.8	1.9
20190706	0	0.5	11.3	1.8
20190707	3	8.6	13.7	1.8
20190708	0.9	17.7	15.9	2.0
20190709	1.5	1.7	16.6	2.0
20190710	2	4.4	16	2.0
20190711	0	0	17	1.8
20190712	0	0	16.7	1.7
20190713	0	0	16.2	1.6
20190714	0	32.3	17.1	1.5
20190715	0	0	16.5	1.4
20190716	0	0	17	1.3
20190717	0	0	14.7	1.2
20190718	0	0	16.8	1.1
20190719	19.8	6.1	13.9	1.6
20190720	0	0	15.7	3.9
20190721	26.5	30.4	13.4	16.4
20190722	6	1.9	20.7	17.2
20190723	6	4	19.2	15.6
20190724	0	0	19.9	11.9
20190725	0	0	21.5	9.1
20190726	0	0	21.1	7.1
20190727	0	0	19.8	5.7
20190728	0	0	20.6	4.8
20190729	13.3	1.2	14.4	7.4
20190730	0	0	11.8	8.9
20190731	6.7	2.9	15.8	8.7
20190801	1.5	1.1	18.1	8.6
20190802	0	0	18.8	7.8
20190803	0	0	17.4	7.0
20190804	13.2	0	16.9	6.2
20190805	0	0	15.8	5.4
20190806	3.4	10.4	14.6	4.9
20190807	1.7	4.9	14.5	4.8
20190808	0	0	15.6	4.3
20190809	0	0	16.2	3.8
20190810	11.2	19.3	16.4	10.5
20190811	32.2	26.5	15.8	21.2
20190812	24	6.6	13.4	27.1
20190813	0.5	0.7	12.2	20.9
20190814	0	0	10.6	15.0
20190815	0	0	15.5	11.8
20190816	3.8	18.3	15.1	10.6
20190817	20.4	16.1	12.8	19.9
20190818	11.2	8.3	13.4	21.0
20190819	14.3	12.6	12.7	30.0
20190820	7	1	11.9	21.8
20190821	1.6	0.4	11.8	16.9
20190822	0.2	1.2	16.5	21.4
20190823	25.9	23.6	16.5	23.0
20190824	0	0	17	17.7
20190825	0	0	16.4	14.1
20190826	0	0	17.4	11.7
20190827	0	0	16.8	9.9
20190828	0	0.1	16.3	8.5
20190829	5.9	3.3	14.6	12.7
20190830	1.4	0.6	16.6	10.3
20190831	1.9	1.3	13.5	9.3
20190901	0.8	0.4	10.3	8.2
20190902	0	0	13.2	7.0
20190903	1.3	2.6	8.8	6.1
20190904	0.2	0.6	10.6	7.6
20190905	17.3	10.5	9.5	11.9
20190906	0	0.1	10.6	9.5
20190907	34.2	12.8	9.5	10.5
20190908	0.6	1.4	11.5	8.6
20190909	0.4	1.5	12.4	7.5
20190910	3.7	3.9	11.7	14.5
20190911	17.2	8.6	11.9	18.7
20190912	5	2.9	10.3	16.4
20190913	0	0.1	11.2	13.3
20190914	0	0	11.4	11.0
20190915	14.4	7.8	10	17.3
20190916	0	0	8.6	15.5
20190917	0	0	8.6	12.8
20190918	0	0	6.3	10.9
20190919	0	0	11.1	9.4
20190920	0	0	11.2	8.2
20190921	0	0	9.6	7.2
20190922	0	0	9.6	6.3
20190923	0	2	9.5	5.6
20190924	0	1	10.2	5.1
20190925	0	0.7	10.2	4.6
20190926	0	0.3	12.5	4.2
20190927	27.5	38.7	11.1	16.2
20190928	0.8	7.6	10.2	24.0
20190929	14	20	6.8	25.0
20190930	0	0	6	17.5
20191001	0	0	5.5	13.4
20191002	0.5	1.3	5.5	11.0
20191003	0	1.8	2.8	9.7
20191004	19.4	15.3	1.5	11.0
20191005	5.8	1.2	1.3	10.5
20191006	0	0	0.5	9.4
20191007	0	0	4.4	8.3
20191008	7.4	8.3	6.9	8.3
20191009	8	8.4	7.8	12.5
20191010	7	4.8	6.7	17.6
20191011	5	3.9	7.7	20.2
20191012	7	4	6	20.2
20191013	0.5	0	6.9	17.4
20191014	26.5	20.4	6.8	22.8
20191015	2	10.7	6.7	31.7
20191016	22.8	14.1	6.9	40.7
20191017	1	1.3	6.3	31.0
20191018	1.8	3.3	7.6	28.0
20191019	20	19.7	5.3	36.4
20191020	17.6	15.3	2.8	40.0
20191021	0	0.2	8	33.3
20191022	0	0	8.5	25.6
20191023	0	0	7.8	20.3
20191024	0	0.6	6.8	17.1
20191025	17.5	11.3	2.8	21.6
20191026	7.5	11.8	1.4	20.9
20191027	2.5	0.8	-0.9	18.0
20191028	0	0	-2.2	14.8
20191029	0	0	-2	12.5
20191030	0	0	-0.3	10.7
20191031	0	0	-1.2	9.3
20191101	0	0	2.4	8.1
20191102	0	0	0.9	7.2
20191103	2.5	0.1	-0.1	6.4
20191104	1	0.7	-2.2	5.7
20191105	0	0.2	-5.7	5.0
20191106	0	0	-1.9	4.6
20191107	0	0	-2	4.2
20191108	0	0	0	3.6
20191109	0	0	-1.1	3.0
20191110	0.5	0.1	-1.5	2.7
20191111	5.2	11.9	1.8	2.7
20191112	3	10.5	1.3	2.7
20191113	26	22.1	1.5	3.1
20191114	9.2	10.8	2.4	3.2
20191115	8	8	2	3.2
20191116	3.8	3.3	1.5	3.2
20191117	5.7	4.6	1.2	3.0
20191118	2	2.7	3.1	3.2
20191119	32.4	31.3	1.6	4.9
20191120	2.9	0	4	4.7
20191121	8.3	6.1	5.7	5.9
20191122	22.5	17.2	5.5	11.0
20191123	27	26.7	3.3	20.7
20191124	1.8	5.7	1.8	17.5
20191125	0.5	3.6	1.8	12.9
20191126	2.7	7.7	1.6	10.5
20191127	11.8	13.7	0.7	9.4
20191128	4.5	5.1	-2.4	8.2
20191129	0	3.1	-6.2	7.2
20191130	0	0	-6.8	7.2
20191201	0	0	-7.4	6.8
20191202	0	0	-0.3	6.7
20191203	0.8	0	1.1	6.4
20191204	0.2	0	5.2	5.9
20191205	0	0	4	6.2
20191206	2.5	4	0.6	8.7
20191207	4	6.5	1.6	9.1
20191208	12.9	15.8	1.9	8.2
20191209	5	1	-1.9	9.4
20191210	0	0.6	2.5	9.0
20191211	33.5	32.8	0.1	19.9
20191212	2.5	1.6	0.3	15.7
20191213	8.9	10	0.5	12.5
20191214	17.2	13.3	-0.1	11.1
20191215	11.7	13.3	-0.9	9.9
20191216	0.2	0.7	-0.1	8.6
20191217	3.5	2.3	-0.8	7.7
20191218	4.2	3.4	-0.8	7.0
20191219	0	2	2.8	6.8
20191220	11.8	11.8	3	8.5
20191221	12	19.2	3	12.6
20191222	6.9	5.8	2.8	11.9
20191223	5.2	5.1	1.1	10.9
20191224	12.2	5.3	-3.5	9.9
20191225	2.5	2.2	-7.2	8.2
20191226	0	0	-7.9	7.7
20191227	0	0	-2.3	7.5
20191228	1.5	0.9	5	7.4
20191229	2.6	3.5	7.2	7.5
20191230	0	0	3.4	16.3
20191231	0	0	4.7	21.4
20200101	0	0	5.8	16.3
20200102	0	0	4.4	13.1
20200103	1.5	2.6	0.2	15.1
20200104	2	2.9	-0.8	13.1
20200105	0	0.1	4.6	13.1
20200106	0.2	0	3.9	10.8
20200107	0.5	0.9	5.3	10.5
20200108	6.5	5.3	0.3	20.1
20200109	0	0	-3.5	18.4
20200110	1.2	3.4	2.5	14.8
20200111	1.4	1.6	0.2	14.8
20200112	14	18	-1.6	24.5
20200113	0	0	3.5	19.6
20200114	20.7	20	4.5	18.7
20200115	15.2	14.7	5	17.4
20200116	2.4	0.3	5.7	14.9
20200117	16.7	15.1	2.4	26.1
20200118	21.3	13.6	1.8	30.9
20200119	0	0	6	22.4
20200120	0	0	6.8	16.9
20200121	0	0	0.4	17.8
20200122	0	0	3.7	16.8
20200123	0	0	4.9	14.0
20200124	0	0	2.8	13.8
20200125	0	0	4.6	12.6
20200126	0	0.4	4	11.2
20200127	9.5	14.8	0.4	16.4
20200128	10.4	5.4	-0.2	15.5
20200129	16.5	15.8	-1.7	13.0
20200130	0	0	0.5	10.9
20200131	10.2	12.5	3.9	10.0
20200201	1.2	1	1.2	9.9
20200202	0.2	0	-3.5	11.0
20200203	0	0	-3.9	10.5
20200204	1.5	6.7	-0.5	9.2
20200205	0	0	3.1	9.5
20200206	0	0	-1	7.3
20200207	0	0	2	6.4
20200208	1.2	1.1	4.6	5.9
20200209	17	12.6	3.1	11.1
20200210	44	32.1	0.3	19.7
20200211	1.5	0.5	1.7	13.2
20200212	2	0	-2	10.7
20200213	0	0	-2.2	9.5
20200214	0	0	3.7	8.6
20200215	4.6	3.8	4.9	7.8
20200216	45.5	39.2	4.7	42.9
20200217	17.5	12.6	3	35.1
20200218	0.8	0.5	-0.3	27.3
20200219	0	0	3	18.6
20200220	2	0.6	3.9	16.0
20200221	16	9.4	4.1	17.8
20200222	10	7.5	2.3	25.0
20200223	11.9	5.6	-0.3	24.8
20200224	0	0.1	-0.9	19.0
20200225	1.4	7.8	-4.4	15.2
20200226	2.8	7.1	-4.2	12.9
20200227	0	1.7	-1	11.4
20200228	2.5	5	0.1	10.1
20200229	2	2	1.2	9.0
20200301	13	30.7	2	9.1
20200302	52	17.4	0.6	9.6
20200303	4.8	51.8	0.4	8.7
20200304	13.5	19.2	-2.6	8.3
20200305	0	0.3	-3	8.1
20200306	0	0	-2.5	8.0
20200307	0	0	4.3	7.8
20200308	12.4	7.3	2.3	9.4
20200309	12	10.8	2.1	14.1
20200310	2	4	3.8	12.5
20200311	10.6	5.3	2.1	11.2
20200312	6	1	-0.8	10.1
20200313	0.2	0.1	-2.9	8.3
20200314	0.4	0.6	4.1	7.5
20200315	16	13.8	1.8	11.0
20200316	17.2	11.7	5.5	14.5
20200317	2.7	0.6	3.8	12.1
20200318	1.2	2	3	11.3
20200319	0	0	0.2	9.4
20200320	0	0	-1.8	8.1
20200321	0	0	-1.4	7.2
20200322	0	0	1.7	6.3
20200323	0	0	3.1	5.6
20200324	0	0	4.7	5.1
20200325	0	0	3.8	4.7
20200326	0	0	2.9	5.0
20200327	0	0	2	6.0
20200328	0	0	0.8	6.3
20200329	0	0	0.6	5.5
20200330	0.2	0	1.7	5.0
20200331	0	0	5.3	4.5
20200401	0	0	3.7	4.4
20200402	0	0	1.9	4.5
20200403	4.5	2	0.4	4.2
20200404	0	0	5	4.0
20200405	2	0.8	5.4	3.7
20200406	0	0	6	4.1
20200407	2.2	0	6	7.1
20200408	0	0	4	8.9
20200409	0	0	3.2	10.8
20200410	0	0	3.7	9.9
20200411	0	0	6.6	9.2
20200412	3	3.3	3	10.3
20200413	0	0	2.7	12.7
20200414	0	0	9	10.7
20200415	0	0	6.4	10.2
20200416	0	0	2.6	15.2
20200417	0	0	3.5	15.1
20200418	0	0	5.8	13.6
20200419	0	0	7.7	13.2
20200420	0	0	9.1	15.1
20200421	0	0	9.9	19.4
20200422	0	0	9.6	24.3
20200423	0	0	6.5	27.5
20200424	0	0	6.1	27.5
20200425	0	0	7	26.0
20200426	0	0	6.8	25.0
20200427	2.1	0.9	4.6	26.1
20200428	0.4	1.2	3.9	25.7
20200429	0	0	2.5	22.2
20200430	5.8	7.8	5.5	19.6
20200501	18.8	15.7	7.4	18.1
20200502	0	0	7	17.1
20200503	0	0	5.4	18.2
20200504	0	0	6.4	18.8
20200505	0	0	7.9	17.6
20200506	0	0	10.4	17.2
20200507	0	0	8.6	18.6
20200508	0	0	9.4	20.9
20200509	0	0	5.7	22.1
20200510	1.6	1.2	4.3	24.3
20200511	0	0.1	4.1	23.6
20200512	0	0	4.1	20.4
20200513	0	0	5.6	17.4
20200514	0	0	6.4	15.5
20200515	0	0	5.8	15.0
20200516	0	0	7.2	15.0
20200517	0	0	7.8	13.7
20200518	0	0	9.6	13.4
20200519	0	0	9.8	13.8
20200520	0	0	12.5	15.4
20200521	0	0	9.9	17.9
20200522	0	0	10.6	26.7
20200523	27.5	20	11.1	50.6
20200524	4.2	1.6	12.9	51.7
20200525	0	0	13.4	48.3
20200526	0	0	11.2	45.9
20200527	0	0	11	43.3
20200528	0	0	12.4	38.7
20200529	0	0	14.6	33.8
20200530	0	0	14.6	30.2
20200531	0	0	15.9	28.3
20200601	0	0	17.4	27.4
20200602	0	0	14.7	26.0
20200603	0	0	12.6	24.4
20200604	3.5	10.8	10.2	23.5
20200605	9.4	23.6	11.2	43.7
20200606	45	17.1	10.8	47.3
20200607	0	0	11.9	39.1
20200608	1.2	0.4	11.2	35.6
20200609	0	0	12.7	31.2
20200610	0	0	18	26.4
20200611	0	0	18	22.0
20200612	0	0	18.1	18.5
20200613	0	0	17.5	15.8
20200614	4.4	5.1	17.8	14.6
20200615	0	0	19.9	13.2
20200616	0	0	19.2	11.5
20200617	0.2	0	19.3	10.1
20200618	7.9	0	19.8	9.1
20200619	0	0	18.2	8.6
20200620	1.3	2	18.1	8.0
20200621	14.6	9.1	17.2	12.0
20200622	16.7	6.5	18.7	16.9
20200623	0	0	21.2	14.8
20200624	0	0	19.9	12.5
20200625	0	0	19.9	10.7
20200626	0	0	21.3	9.3
20200627	0	0	16.6	8.0
20200628	14.8	12.3	12.8	8.2
20200629	3.5	4.7	13.1	8.7
20200630	23.2	16.3	13.6	12.1
20200701	6.3	4.1	12.1	10.8
20200702	0	0	11.1	8.6
20200703	0	0	12	7.1
20200704	5	3.7	13.2	6.5
20200705	6	3.2	12.9	10.0
20200706	11.5	8.9	11.5	11.2
20200707	0	0	13	9.2
20200708	0	0	12.7	7.7
20200709	0	0	10.9	6.6
20200710	0	0	12.7	5.9
20200711	9.5	3.2	13.5	5.6
20200712	0	0	13.9	4.8
20200713	0	0	13.9	4.2
20200714	4.2	3.3	15.4	5.4
20200715	3.4	1.6	14.7	9.1
20200716	3.3	1.7	14.4	6.6
20200717	0	0	15.3	5.3
20200718	0	0.2	14.1	5.4
20200719	13	9.4	13.4	10.1
20200720	3.4	1.8	13.7	9.5
20200721	0	0	13.2	7.3
20200722	0	0	13.5	5.9
20200723	0	0	14.9	4.8
20200724	3.8	11	13.5	4.1
20200725	0	0.2	15.1	3.5
20200726	14.5	11.3	14.2	7.9
20200727	24.5	20.6	14	15.0
20200728	47.4	27.7	14.9	54.8
20200729	6.4	4.6	16	53.2
20200730	0	0.2	16.8	40.5
20200731	0	0	16.3	29.4
20200801	0	0	17	22.9
20200802	0.4	0.5	14.3	18.7
20200803	0	0	13.1	15.3
20200804	0	0	14.9	12.3
20200805	10	7.3	18	11.8
20200806	5.4	2.4	18.9	11.1
20200807	0	0	19.6	9.3
20200808	0	0	17.6	7.9
20200809	0	0	15.8	6.7
20200810	0	0	17	5.7
20200811	0	0	17.8	4.9
20200812	0	0	18.1	4.2
20200813	0	0	19.8	3.6
20200814	0	0	17.1	3.1
20200815	0	0	17.7	2.6
20200816	0	0	18.3	2.4
20200817	0	0	18.3	2.2
20200818	0	0	18	2.1
20200819	0	0	16.3	1.9
20200820	0	0	17.1	1.8
20200821	10	9.2	15.3	2.3
20200822	27	32.2	14.8	5.0
20200823	3.9	3.7	10.3	5.8
20200824	0	0	10.2	4.3
20200825	0	0	11.7	3.5
20200826	1.6	2.1	11.2	3.0
20200827	0	0.6	11.4	2.6
20200828	0	0	12.1	2.4
20200829	8	1.7	9.8	2.4
20200830	0	0.1	10.4	2.2
